1000|0.0002090|236.0568|0|0|18.0| SAT_1
1000|0.0002090|236.0568|45|0|18.0| SAT_2
1000|0.0002090|236.0568|90|0|18.0| SAT_3
1000|0.0002090|236.0568|135|0|18.0| SAT_4
1000|0.0002090|236.0568|180|0|18.0| SAT_5
1000|0.0002090|236.0568|225|0|18.0| SAT_6
1000|0.0002090|236.0568|270|0|18.0| SAT_7
1000|0.0002090|236.0568|315|0|18.0| SAT_8
1000|0.0002090|56.0568|0|45|18.0| SAT_9
1000|0.0002090|56.0568|45|45|18.0| SAT_10
1000|0.0002090|56.0568|90|45|18.0| SAT_11
1000|0.0002090|56.0568|135|45|18.0| SAT_12
1000|0.0002090|56.0568|180|45|18.0| SAT_13
1000|0.0002090|56.0568|225|45|18.0| SAT_14
1000|0.0002090|56.0568|270|45|18.0| SAT_15
1000|0.0002090|56.0568|315|45|18.0| SAT_16
1000|0.0002090|236.0568|0|90|18.0| SAT_17
1000|0.0002090|236.0568|45|90|18.0| SAT_18
1000|0.0002090|236.0568|90|90|18.0| SAT_19
1000|0.0002090|236.0568|135|90|18.0| SAT_20
1000|0.0002090|236.0568|180|90|18.0| SAT_21
1000|0.0002090|236.0568|225|90|18.0| SAT_22
1000|0.0002090|236.0568|270|90|18.0| SAT_23
1000|0.0002090|236.0568|315|90|18.0| SAT_24
1000|0.0002090|56.0568|0|135|18.0| SAT_25
1000|0.0002090|56.0568|45|135|18.0| SAT_26
1000|0.0002090|56.0568|90|135|18.0| SAT_27
1000|0.0002090|56.0568|135|135|18.0| SAT_28
1000|0.0002090|56.0568|180|135|18.0| SAT_29
1000|0.0002090|56.0568|225|135|18.0| SAT_30
1000|0.0002090|56.0568|270|135|18.0| SAT_31
1000|0.0002090|56.0568|315|135|18.0| SAT_32
1000|0.0002090|236.0568|0|180|18.0| SAT_33
1000|0.0002090|236.0568|45|180|18.0| SAT_34
1000|0.0002090|236.0568|90|180|18.0| SAT_35
1000|0.0002090|236.0568|135|180|18.0| SAT_36
1000|0.0002090|236.0568|180|180|18.0| SAT_37
1000|0.0002090|236.0568|225|180|18.0| SAT_38
1000|0.0002090|236.0568|270|180|18.0| SAT_39
1000|0.0002090|236.0568|315|180|18.0| SAT_40
1000|0.0002090|56.0568|0|225|18.0| SAT_41
1000|0.0002090|56.0568|45|225|18.0| SAT_42
1000|0.0002090|56.0568|90|225|18.0| SAT_43
1000|0.0002090|56.0568|135|225|18.0| SAT_44
1000|0.0002090|56.0568|180|225|18.0| SAT_45
1000|0.0002090|56.0568|225|225|18.0| SAT_46
1000|0.0002090|56.0568|270|225|18.0| SAT_47
1000|0.0002090|56.0568|315|225|18.0| SAT_48
1000|0.0002090|236.0568|0|270|18.0| SAT_49
1000|0.0002090|236.0568|45|270|18.0| SAT_50
1000|0.0002090|236.0568|90|270|18.0| SAT_51
1000|0.0002090|236.0568|135|270|18.0| SAT_52
1000|0.0002090|236.0568|180|270|18.0| SAT_53
1000|0.0002090|236.0568|225|270|18.0| SAT_54
1000|0.0002090|236.0568|270|270|18.0| SAT_55
1000|0.0002090|236.0568|315|270|18.0| SAT_56
1000|0.0002090|56.0568|0|315|18.0| SAT_57
1000|0.0002090|56.0568|45|315|18.0| SAT_58
1000|0.0002090|56.0568|90|315|18.0| SAT_59
1000|0.0002090|56.0568|135|315|18.0| SAT_60
1000|0.0002090|56.0568|180|315|18.0| SAT_61
1000|0.0002090|56.0568|225|315|18.0| SAT_62
1000|0.0002090|56.0568|270|315|18.0| SAT_63
1000|0.0002090|56.0568|315|315|18.0| SAT_64
